"municipio_id_sus","uf_sigla","municipio_nome","isf_nota","periodo_data_inicio"
"520215",GO,ARAGUAPAZ,5.59,2022-12-01
"220735",PI,PAJEÚ DO PIAUÍ,5.59,2022-12-01
"130160",AM,FONTE BOA,5.6,2022-12-01
"521060",GO,ITAGUARU,5.6,2022-12-01
"355680",SP,VIRADOURO,5.6,2022-12-01
"317060",MG,VARGEM BONITA,5.6,2022-12-01
"351900",SP,HERCULÂNDIA,5.6,2022-12-01
"431053",RS,ITAARA,5.6,2022-12-01
"430670",RS,DONA FRANCISCA,5.6,2022-12-01
"313740",MG,LAGOA DOURADA,5.61,2022-12-01
"313840",MG,LEOPOLDINA,5.61,2022-12-01
"520630",GO,CRISTIANÓPOLIS,5.61,2022-12-01
"420640",SC,GUARACIABA,5.61,2022-12-01
"500320",MS,CORUMBÁ,5.61,2022-12-01
"150380",PA,JACUNDÁ,5.61,2022-12-01
"520510",GO,CATALÃO,5.61,2022-12-01
"521483",GO,NOVA CRIXÁS,5.61,2022-12-01
"240030",RN,AFONSO BEZERRA,5.61,2022-12-01
"520640",GO,CRIXÁS,5.61,2022-12-01
"355700",SP,VOTORANTIM,5.62,2022-12-01
"354600",SP,SANTA BRANCA,5.62,2022-12-01
"313760",MG,LAGOA SANTA,5.62,2022-12-01
"230440",CE,FORTALEZA,5.62,2022-12-01
"412460",PR,SÃO CARLOS DO IVAÍ,5.62,2022-12-01
"110004",RO,CACOAL,5.62,2022-12-01
"432240",RS,URUGUAIANA,5.62,2022-12-01
"320520",ES,VILA VELHA,5.63,2022-12-01
"430965",RS,HULHA NEGRA,5.63,2022-12-01
"500348",MS,DOIS IRMÃOS DO BURITI,5.63,2022-12-01
"291470",BA,ITABERABA,5.63,2022-12-01
"500720",MS,RIO BRILHANTE,5.64,2022-12-01
"352670",SP,LEME,5.64,2022-12-01
"150400",PA,LIMOEIRO DO AJURU,5.64,2022-12-01
"430064",RS,AMETISTA DO SUL,5.64,2022-12-01
"420445",SC,CORONEL MARTINS,5.64,2022-12-01
"421650",SC,SÃO JOAQUIM,5.64,2022-12-01
"261550",PE,TRACUNHAÉM,5.64,2022-12-01
"431280",RS,NOVA ARAÇÁ,5.65,2022-12-01
"432040",RS,SERAFINA CORRÊA,5.65,2022-12-01
"353260",SP,NHANDEARA,5.65,2022-12-01
"353340",SP,NOVA ODESSA,5.65,2022-12-01
"411545",PR,MARQUINHO,5.65,2022-12-01
"291125",BA,GAVIÃO,5.65,2022-12-01
"350170",SP,AMÉRICO BRASILIENSE,5.65,2022-12-01
"430790",RS,FARROUPILHA,5.65,2022-12-01
"431900",RS,SÃO MARCOS,5.65,2022-12-01
"352170",SP,ITABERÁ,5.65,2022-12-01
"150220",PA,CAPANEMA,5.65,2022-12-01
"522000",GO,SÃO JOÃO D'ALIANÇA,5.66,2022-12-01
"320245",ES,IBATIBA,5.66,2022-12-01
"290250",BA,BAIANÓPOLIS,5.66,2022-12-01
"354960",SP,SÃO JOSÉ DO BARREIRO,5.66,2022-12-01
"290060",BA,AIQUARA,5.66,2022-12-01
"210790",MA,PASSAGEM FRANCA,5.67,2022-12-01
"120060",AC,TARAUACÁ,5.67,2022-12-01
"520465",GO,CAMPINAÇU,5.67,2022-12-01
"315540",MG,RIO NOVO,5.67,2022-12-01
"251040",PB,OLHO D'ÁGUA,5.68,2022-12-01
"314995",MG,PERIQUITO,5.68,2022-12-01
"351480",SP,ELDORADO,5.68,2022-12-01
"170382",TO,CACHOEIRINHA,5.68,2022-12-01
"520455",GO,CALDAZINHA,5.68,2022-12-01
"210170",MA,BARREIRINHAS,5.68,2022-12-01
"522205",GO,VICENTINÓPOLIS,5.69,2022-12-01
"430410",RS,CAMPOS BORGES,5.69,2022-12-01
"210350",MA,COLINAS,5.69,2022-12-01
"354880",SP,SÃO CAETANO DO SUL,5.69,2022-12-01
"432320",RS,VICTOR GRAEFF,5.69,2022-12-01
"120033",AC,MÂNCIO LIMA,5.69,2022-12-01
"520880",GO,GOIANIRA,5.69,2022-12-01
"330310",RJ,NATIVIDADE,5.69,2022-12-01
"355320",SP,TAIÚVA,5.7,2022-12-01
"240895",RN,RIO DO FOGO,5.7,2022-12-01
"350690",SP,BOFETE,5.7,2022-12-01
"330620",RJ,VASSOURAS,5.7,2022-12-01
"150730",PA,SÃO FÉLIX DO XINGU,5.7,2022-12-01
"431507",RS,PORTO VERA CRUZ,5.7,2022-12-01
"520320",GO,BARRO ALTO,5.7,2022-12-01
"353730",SP,PENÁPOLIS,5.7,2022-12-01
"350320",SP,ARARAQUARA,5.7,2022-12-01
"291560",BA,ITAMARAJU,5.71,2022-12-01
"310250",MG,AMPARO DO SERRA,5.71,2022-12-01
"350110",SP,ALTO ALEGRE,5.71,2022-12-01
"150618",PA,RONDON DO PARÁ,5.71,2022-12-01
"411820",PR,PARANAGUÁ,5.71,2022-12-01
"432310",RS,VICENTE DUTRA,5.71,2022-12-01
"280030",SE,ARACAJU,5.71,2022-12-01
"354670",SP,SANTA GERTRUDES,5.71,2022-12-01
"314820",MG,PATROCÍNIO DO MURIAÉ,5.72,2022-12-01
"520357",GO,BONÓPOLIS,5.72,2022-12-01
"350370",SP,ARIRANHA,5.72,2022-12-01
"314750",MG,PASSABÉM,5.72,2022-12-01
"432185",RS,TRÊS PALMEIRAS,5.72,2022-12-01
"431410",RS,PASSO FUNDO,5.72,2022-12-01
"160010",AP,AMAPÁ,5.73,2022-12-01
"430905",RS,GLORINHA,5.73,2022-12-01
"313130",MG,IPATINGA,5.74,2022-12-01
"410500",PR,CATANDUVAS,5.74,2022-12-01
"110011",RO,JARU,5.75,2022-12-01
"110034",RO,ALVORADA D'OESTE,5.75,2022-12-01
"316210",MG,SÃO GOTARDO,5.75,2022-12-01
"315060",MG,PIRACEMA,5.75,2022-12-01
"290685",BA,CAPELA DO ALTO ALEGRE,5.75,2022-12-01
"310500",MG,BALDIM,5.75,2022-12-01
"110140",RO,MONTE NEGRO,5.75,2022-12-01
"150290",PA,CURUÇÁ,5.75,2022-12-01
"351495",SP,EMBAÚBA,5.75,2022-12-01
"520590",GO,CORUMBAÍBA,5.76,2022-12-01
"420285",SC,BRAÇO DO TROMBUDO,5.76,2022-12-01
"520540",GO,CERES,5.76,2022-12-01
"293135",BA,TEIXEIRA DE FREITAS,5.76,2022-12-01
"320517",ES,VILA VALÉRIO,5.76,2022-12-01
"314240",MG,MOEMA,5.76,2022-12-01
"410170",PR,ARARUNA,5.76,2022-12-01
"310110",MG,AIMORÉS,5.77,2022-12-01
"312800",MG,GUANHÃES,5.77,2022-12-01
"521250",GO,LUZIÂNIA,5.77,2022-12-01
"291955",BA,LUÍS EDUARDO MAGALHÃES,5.77,2022-12-01
"355480",SP,TREMEMBÉ,5.77,2022-12-01
"241140",RN,SANTANA DO MATOS,5.78,2022-12-01
"430587",RS,CORONEL BARROS,5.78,2022-12-01
"411700",PR,NOVA FÁTIMA,5.78,2022-12-01
"240540",RN,JAPI,5.78,2022-12-01
"354050",SP,PORANGABA,5.78,2022-12-01
"411750",PR,PAIÇANDU,5.79,2022-12-01
"355540",SP,UBATUBA,5.79,2022-12-01
"522230",GO,VILA PROPÍCIO,5.79,2022-12-01
"130406",AM,TABATINGA,5.79,2022-12-01
"520430",GO,CAÇU,5.79,2022-12-01
"261370",PE,SÃO LOURENÇO DA MATA,5.79,2022-12-01
"310020",MG,ABAETÉ,5.79,2022-12-01
"521990",GO,SÃO FRANCISCO DE GOIÁS,5.8,2022-12-01
"260420",PE,CATENDE,5.8,2022-12-01
"351790",SP,GUARACI,5.8,2022-12-01
"350010",SP,ADAMANTINA,5.8,2022-12-01
"510180",MT,BARRA DO GARÇAS,5.81,2022-12-01
"311690",MG,COMENDADOR GOMES,5.81,2022-12-01
"412290",PR,SALTO DO ITARARÉ,5.81,2022-12-01
"352790",SP,LUTÉCIA,5.81,2022-12-01
"421020",SC,MAJOR GERCINO,5.81,2022-12-01
"411450",PR,MANOEL RIBAS,5.81,2022-12-01
"412180",PR,RIBEIRÃO CLARO,5.81,2022-12-01
"432330",RS,VILA FLORES,5.81,2022-12-01
"261200",PE,SAIRÉ,5.81,2022-12-01
"410770",PR,FÊNIX,5.81,2022-12-01
"430545",RS,CIDREIRA,5.81,2022-12-01
"291540",BA,ITAJU DO COLÔNIA,5.81,2022-12-01
"314810",MG,PATROCÍNIO,5.81,2022-12-01
"351760",SP,GUAPIARA,5.82,2022-12-01
"316950",MG,TUMIRITINGA,5.82,2022-12-01
"171820",TO,PORTO NACIONAL,5.82,2022-12-01
"315015",MG,PIEDADE DE CARATINGA,5.82,2022-12-01
"430637",RS,DILERMANDO DE AGUIAR,5.82,2022-12-01
"432120",RS,TAQUARA,5.82,2022-12-01
"354500",SP,SALESÓPOLIS,5.83,2022-12-01
"352050",SP,INDAIATUBA,5.83,2022-12-01
"316090",MG,SÃO BRÁS DO SUAÇUÍ,5.83,2022-12-01
"350290",SP,ARAÇOIABA DA SERRA,5.83,2022-12-01
"430960",RS,HORIZONTINA,5.83,2022-12-01
"312010",MG,COUTO DE MAGALHÃES DE MINAS,5.83,2022-12-01
"292440",BA,PILÃO ARCADO,5.83,2022-12-01
"291350",BA,IGUAÍ,5.83,2022-12-01
"312060",MG,CRUCILÂNDIA,5.84,2022-12-01
"431335",RS,NOVA ROMA DO SUL,5.84,2022-12-01
"521975",GO,SANTO ANTÔNIO DO DESCOBERTO,5.84,2022-12-01
"130230",AM,JUTAÍ,5.84,2022-12-01
"293050",BA,SERRINHA,5.84,2022-12-01
"431975",RS,SÃO VENDELINO,5.85,2022-12-01
"315730",MG,SANTA BÁRBARA DO TUGÚRIO,5.85,2022-12-01
"250523",PB,CUITÉ DE MAMANGUAPE,5.85,2022-12-01
"312270",MG,DOM SILVÉRIO,5.85,2022-12-01
"280290",SE,ITABAIANA,5.85,2022-12-01
"316830",MG,TAQUARAÇU DE MINAS,5.85,2022-12-01
"150570",PA,PONTA DE PEDRAS,5.85,2022-12-01
"210370",MA,CURURUPU,5.85,2022-12-01
"430225",RS,BOA VISTA DO SUL,5.85,2022-12-01
"420850",SC,ITUPORANGA,5.86,2022-12-01
"171888",TO,SANTA MARIA DO TOCANTINS,5.86,2022-12-01
"410655",PR,CORUMBATAÍ DO SUL,5.86,2022-12-01
"220740",PI,PALMEIRA DO PIAUÍ,5.86,2022-12-01
"210730",MA,NOVA IORQUE,5.86,2022-12-01
"220208",PI,CAJUEIRO DA PRAIA,5.86,2022-12-01
"316330",MG,SÃO JOSÉ DO DIVINO,5.86,2022-12-01
"220775",PI,PASSAGEM FRANCA DO PIAUÍ,5.87,2022-12-01
"432170",RS,TRÊS COROAS,5.87,2022-12-01
"210407",MA,FEIRA NOVA DO MARANHÃO,5.87,2022-12-01
"241430",RN,TIMBAÚBA DOS BATISTAS,5.87,2022-12-01
"510550",MT,VILA BELA DA SANTÍSSIMA TRINDADE,5.87,2022-12-01
"292690",BA,RIO DO PIRES,5.87,2022-12-01
"410380",PR,CAMBIRA,5.87,2022-12-01
"411007",PR,IMBAÚ,5.87,2022-12-01
"120005",AC,ASSIS BRASIL,5.87,2022-12-01
"317075",MG,VARJÃO DE MINAS,5.87,2022-12-01
"521230",GO,LEOPOLDO DE BULHÕES,5.87,2022-12-01
"412000",PR,PORECATU,5.87,2022-12-01
"430650",RS,DOM FELICIANO,5.88,2022-12-01
"411320",PR,LAPA,5.88,2022-12-01
"421725",SC,SÃO PEDRO DE ALCÂNTARA,5.88,2022-12-01
"313835",MG,LEME DO PRADO,5.88,2022-12-01
"170900",TO,GOIATINS,5.88,2022-12-01
"432200",RS,TRIUNFO,5.88,2022-12-01
"412402",PR,SANTA TEREZA DO OESTE,5.88,2022-12-01
"521450",GO,NERÓPOLIS,5.88,2022-12-01
"240165",RN,BODÓ,5.88,2022-12-01
"411342",PR,LIDIANÓPOLIS,5.88,2022-12-01
"431450",RS,PINHEIRO MACHADO,5.89,2022-12-01
"421210",SC,PALMITOS,5.89,2022-12-01
"330285",RJ,MESQUITA,5.89,2022-12-01
"150060",PA,ALTAMIRA,5.89,2022-12-01
"411590",PR,MIRADOR,5.89,2022-12-01
"110092",RO,CHUPINGUAIA,5.89,2022-12-01
"351410",SP,DOIS CÓRREGOS,5.89,2022-12-01
"314400",MG,MUTUM,5.9,2022-12-01
"314170",MG,MESQUITA,5.9,2022-12-01
"431080",RS,IVOTI,5.9,2022-12-01
"510780",MT,SANTO ANTÔNIO DO LEVERGER,5.9,2022-12-01
"432215",RS,TUNAS,5.9,2022-12-01
"251315",PB,SANTA CECÍLIA,5.9,2022-12-01
"315340",MG,PRESIDENTE OLEGÁRIO,5.9,2022-12-01
"330550",RJ,SAQUAREMA,5.9,2022-12-01
"314020",MG,MARIPÁ DE MINAS,5.9,2022-12-01
"241500",RN,VILA FLOR,5.9,2022-12-01
"310970",MG,CACHOEIRA DE MINAS,5.91,2022-12-01
"150050",PA,ALMEIRIM,5.91,2022-12-01
"353710",SP,PEDREIRA,5.91,2022-12-01
"412510",PR,SÃO JOÃO DO TRIUNFO,5.91,2022-12-01
"291480",BA,ITABUNA,5.91,2022-12-01
"351000",SP,CÂNDIDO MOTA,5.91,2022-12-01
"170830",TO,GOIANORTE,5.91,2022-12-01
"350050",SP,ÁGUAS DE LINDÓIA,5.92,2022-12-01
"412215",PR,RIO BONITO DO IGUAÇU,5.92,2022-12-01
"430695",RS,ENTRE RIOS DO SUL,5.92,2022-12-01
"250890",PB,MAMANGUAPE,5.92,2022-12-01
"411065",PR,IRACEMA DO OESTE,5.92,2022-12-01
"500840",MS,VICENTINA,5.92,2022-12-01
"220440",PI,GILBUÉS,5.92,2022-12-01
"431160",RS,LIBERATO SALZANO,5.92,2022-12-01
"280440",SE,NEÓPOLIS,5.92,2022-12-01
"310750",MG,BOM JARDIM DE MINAS,5.93,2022-12-01
"432140",RS,TENENTE PORTELA,5.93,2022-12-01
"150803",PA,TRACUATEUA,5.93,2022-12-01
"521945",GO,SANTA RITA DO NOVO DESTINO,5.93,2022-12-01
"210140",MA,BALSAS,5.93,2022-12-01
"240610",RN,JUCURUTU,5.94,2022-12-01
"510624",MT,NOVA UBIRATÃ,5.94,2022-12-01
"240185",RN,CAIÇARA DO NORTE,5.94,2022-12-01
"251530",PB,SAPÉ,5.94,2022-12-01
"291940",BA,LICÍNIO DE ALMEIDA,5.94,2022-12-01
"500150",MS,BANDEIRANTES,5.95,2022-12-01
"430367",RS,CAMPESTRE DA SERRA,5.95,2022-12-01
"411970",PR,PLANALTINA DO PARANÁ,5.95,2022-12-01
"170460",TO,CHAPADA DE AREIA,5.95,2022-12-01
"316280",MG,SÃO JOÃO EVANGELISTA,5.95,2022-12-01
"210410",MA,FORTALEZA DOS NOGUEIRAS,5.95,2022-12-01
"110015",RO,OURO PRETO DO OESTE,5.95,2022-12-01
"314470",MG,NOVA ERA,5.95,2022-12-01
"521950",GO,SANTA ROSA DE GOIÁS,5.96,2022-12-01
"330115",RJ,CARDOSO MOREIRA,5.96,2022-12-01
"521930",GO,SANTA HELENA DE GOIÁS,5.96,2022-12-01
"351519",SP,ESPÍRITO SANTO DO TURVO,5.96,2022-12-01
"421460",SC,RIO DO OESTE,5.96,2022-12-01
"292820",BA,SANTANA,5.96,2022-12-01
"210990",MA,SANTA INÊS,5.96,2022-12-01
"510650",MT,POCONÉ,5.96,2022-12-01
"430030",RS,ALECRIM,5.96,2022-12-01
"210830",MA,PENALVA,5.96,2022-12-01
"220191",PI,BOM PRINCÍPIO DO PIAUÍ,5.97,2022-12-01
"355450",SP,TIETÊ,5.97,2022-12-01
"310120",MG,AIURUOCA,5.97,2022-12-01
"330385",RJ,PATY DO ALFERES,5.97,2022-12-01
"351320",SP,CRISTAIS PAULISTA,5.97,2022-12-01
"292750",BA,SANTA BÁRBARA,5.97,2022-12-01
"315895",MG,SANTANA DO PARAÍSO,5.97,2022-12-01
"521580",GO,PALMELO,5.97,2022-12-01
"311850",MG,CONSOLAÇÃO,5.97,2022-12-01
"353170",SP,MONTEIRO LOBATO,5.98,2022-12-01
"150565",PA,PLACAS,5.98,2022-12-01
"431460",RS,PIRATINI,5.98,2022-12-01
"430280",RS,CAÇAPAVA DO SUL,5.98,2022-12-01
"353910",SP,PIRAPORA DO BOM JESUS,5.98,2022-12-01
"510525",MT,LUCAS DO RIO VERDE,5.98,2022-12-01
"411890",PR,PÉROLA,5.98,2022-12-01
"352480",SP,JALES,5.99,2022-12-01
"355645",SP,VARGEM GRANDE PAULISTA,5.99,2022-12-01
"411730",PR,ORTIGUEIRA,5.99,2022-12-01
"352990",SP,MIRACATU,5.99,2022-12-01
"430110",RS,ARROIO DOS RATOS,5.99,2022-12-01
"270450",AL,MARAGOGI,6.0,2022-12-01
"220342",PI,DOMINGOS MOURÃO,6.0,2022-12-01
"220570",PI,LUÍS CORREIA,6.0,2022-12-01
"350440",SP,AVANHANDAVA,6.0,2022-12-01
"350420",SP,AURIFLAMA,6.0,2022-12-01
"210203",MA,BOM JESUS DAS SELVAS,6.0,2022-12-01
"354740",SP,SANTA RITA D'OESTE,6.0,2022-12-01
"510279",MT,CARLINDA,6.0,2022-12-01
"420517",SC,ENTRE RIOS,6.0,2022-12-01
"420205",SC,BALNEÁRIO BARRA DO SUL,6.0,2022-12-01
"316010",MG,SANTO ANTÔNIO DO GRAMA,6.0,2022-12-01
"412795",PR,TUPÃSSI,6.01,2022-12-01
"412830",PR,UNIFLOR,6.01,2022-12-01
"314055",MG,MATA VERDE,6.01,2022-12-01
"520330",GO,BELA VISTA DE GOIÁS,6.01,2022-12-01
"320200",ES,DORES DO RIO PRETO,6.01,2022-12-01
"520410",GO,CACHOEIRA ALTA,6.01,2022-12-01
"291970",BA,MACARANI,6.01,2022-12-01
"410140",PR,APUCARANA,6.01,2022-12-01
"316320",MG,SÃO JOSÉ DO ALEGRE,6.02,2022-12-01
"171700",TO,PINDORAMA DO TOCANTINS,6.02,2022-12-01
"311455",MG,CARNEIRINHO,6.02,2022-12-01
"280360",SE,LARANJEIRAS,6.02,2022-12-01
"230075",CE,AMONTADA,6.02,2022-12-01
"320501",ES,SOORETAMA,6.02,2022-12-01
"412710",PR,TELÊMACO BORBA,6.03,2022-12-01
"351490",SP,ELIAS FAUSTO,6.03,2022-12-01
"411500",PR,MARILENA,6.03,2022-12-01
"312230",MG,DIVINÓPOLIS,6.03,2022-12-01
"431844",RS,SÃO JORGE,6.03,2022-12-01
"280620",SE,SALGADO,6.03,2022-12-01
"150330",PA,IGARAPÉ-MIRI,6.03,2022-12-01
"220975",PI,SÃO GONÇALO DO GURGUÉIA,6.04,2022-12-01
"220350",PI,ELESBÃO VELOSO,6.04,2022-12-01
"410975",PR,IBEMA,6.04,2022-12-01
"311510",MG,CÁSSIA,6.04,2022-12-01
"210735",MA,NOVA OLINDA DO MARANHÃO,6.04,2022-12-01
"220455",PI,GUARIBAS,6.04,2022-12-01
"312100",MG,DATAS,6.04,2022-12-01
"313950",MG,MANHUMIRIM,6.04,2022-12-01
"430400",RS,CAMPO NOVO,6.05,2022-12-01
"420470",SC,CUNHA PORÃ,6.05,2022-12-01
"120035",AC,MARECHAL THAUMATURGO,6.05,2022-12-01
"431950",RS,SÃO SEBASTIÃO DO CAÍ,6.05,2022-12-01
"290750",BA,CATU,6.05,2022-12-01
"510790",MT,SINOP,6.05,2022-12-01
"251010",PB,NOVA FLORESTA,6.05,2022-12-01
"220990",PI,SÃO JOÃO DA SERRA,6.05,2022-12-01
"354310",SP,RIBEIRÃO CORRENTE,6.05,2022-12-01
"430900",RS,GIRUÁ,6.05,2022-12-01
"261290",PE,SÃO BENEDITO DO SUL,6.06,2022-12-01
"355670",SP,VINHEDO,6.06,2022-12-01
"353070",SP,MOGI GUAÇU,6.06,2022-12-01
"261180",PE,RIBEIRÃO,6.06,2022-12-01
"261600",PE,VENTUROSA,6.06,2022-12-01
"521100",GO,ITAPIRAPUÃ,6.06,2022-12-01
"430850",RS,FREDERICO WESTPHALEN,6.06,2022-12-01
"310420",MG,ARCOS,6.06,2022-12-01
"260290",PE,CABO DE SANTO AGOSTINHO,6.06,2022-12-01
"510795",MT,TANGARÁ DA SERRA,6.06,2022-12-01
"171420",TO,NATIVIDADE,6.06,2022-12-01
"292700",BA,RIO REAL,6.06,2022-12-01
"431173",RS,MAMPITUBA,6.07,2022-12-01
"171360",TO,MONTE DO CARMO,6.07,2022-12-01
"352940",SP,MAUÁ,6.07,2022-12-01
"260110",PE,ARARIPINA,6.07,2022-12-01
"314090",MG,MATIPÓ,6.07,2022-12-01
"520570",GO,CÓRREGO DO OURO,6.07,2022-12-01
"240710",RN,MACAÍBA,6.07,2022-12-01
"292810",BA,SANTA MARIA DA VITÓRIA,6.07,2022-12-01
"220870",PI,REDENÇÃO DO GURGUÉIA,6.08,2022-12-01
"311570",MG,CENTRAL DE MINAS,6.08,2022-12-01
"510760",MT,RONDONÓPOLIS,6.08,2022-12-01
"354200",SP,QUINTANA,6.08,2022-12-01
"430470",RS,CARAZINHO,6.08,2022-12-01
"320440",ES,RIO NOVO DO SUL,6.08,2022-12-01
"312530",MG,FARIA LEMOS,6.08,2022-12-01
"354430",SP,ROSEIRA,6.09,2022-12-01
"420915",SC,JOSÉ BOITEUX,6.09,2022-12-01
"220885",PI,RIACHO FRIO,6.09,2022-12-01
"430230",RS,BOM JESUS,6.09,2022-12-01
"220779",PI,PAU D'ARCO DO PIAUÍ,6.09,2022-12-01
"354850",SP,SANTOS,6.09,2022-12-01
"150170",PA,BRAGANÇA,6.09,2022-12-01
"290740",BA,CATOLÂNDIA,6.09,2022-12-01
"315050",MG,PIMENTA,6.1,2022-12-01
"150740",PA,SÃO FRANCISCO DO PARÁ,6.1,2022-12-01
"430770",RS,ESTEIO,6.1,2022-12-01
"313540",MG,JECEABA,6.1,2022-12-01
"521530",GO,ORIZONA,6.1,2022-12-01
"410030",PR,AGUDOS DO SUL,6.1,2022-12-01
"241105",RN,TIBAU,6.1,2022-12-01
"510517",MT,JURUENA,6.1,2022-12-01
"290860",BA,CONDE,6.1,2022-12-01
"314690",MG,PAPAGAIOS,6.1,2022-12-01
"312352",MG,DURANDÉ,6.11,2022-12-01
"431980",RS,SÃO VICENTE DO SUL,6.11,2022-12-01
"314600",MG,OURO FINO,6.11,2022-12-01
"210825",MA,PEDRO DO ROSÁRIO,6.11,2022-12-01
"140005",RR,ALTO ALEGRE,6.11,2022-12-01
"170980",TO,IPUEIRAS,6.11,2022-12-01
"431306",RS,NOVA HARTZ,6.11,2022-12-01
"210870",MA,PIO XII,6.11,2022-12-01
"316360",MG,SÃO JOSÉ DO MANTIMENTO,6.11,2022-12-01
"350630",SP,BERNARDINO DE CAMPOS,6.12,2022-12-01
"521120",GO,ITAPURANGA,6.12,2022-12-01
"412080",PR,QUATRO BARRAS,6.12,2022-12-01
"353700",SP,PEDREGULHO,6.12,2022-12-01
"310840",MG,BOTELHOS,6.12,2022-12-01
"431120",RS,JÚLIO DE CASTILHOS,6.12,2022-12-01
"150190",PA,BUJARU,6.12,2022-12-01
"431820",RS,SÃO FRANCISCO DE PAULA,6.12,2022-12-01
"412490",PR,SÃO JOÃO DO CAIUÁ,6.13,2022-12-01
"130370",AM,SANTO ANTÔNIO DO IÇÁ,6.13,2022-12-01
"110005",RO,CEREJEIRAS,6.13,2022-12-01
"220390",PI,FLORIANO,6.13,2022-12-01
"120039",AC,PORTO WALTER,6.14,2022-12-01
"510370",MT,FELIZ NATAL,6.14,2022-12-01
"522119",GO,TEREZÓPOLIS DE GOIÁS,6.14,2022-12-01
"521800",GO,PORANGATU,6.14,2022-12-01
"520530",GO,CAVALCANTE,6.15,2022-12-01
"150796",PA,TERRA ALTA,6.15,2022-12-01
"350330",SP,ARARAS,6.15,2022-12-01
"520005",GO,ABADIA DE GOIÁS,6.15,2022-12-01
"315580",MG,RIO POMBA,6.15,2022-12-01
"431515",RS,PROGRESSO,6.15,2022-12-01
"240970",RN,PEDRO AVELINO,6.16,2022-12-01
"320120",ES,CACHOEIRO DE ITAPEMIRIM,6.16,2022-12-01
"431842",RS,SÃO JOÃO DA URTIGA,6.16,2022-12-01
"260875",PE,LAGOA GRANDE,6.16,2022-12-01
"150540",PA,OURÉM,6.16,2022-12-01
"311790",MG,CONGONHAL,6.16,2022-12-01
"521040",GO,ITABERAÍ,6.16,2022-12-01
"521920",GO,SANTA CRUZ DE GOIÁS,6.16,2022-12-01
"432000",RS,SAPUCAIA DO SUL,6.16,2022-12-01
"313600",MG,JOAÍMA,6.17,2022-12-01
"150503",PA,NOVO PROGRESSO,6.17,2022-12-01
"231325",CE,TARRAFAS,6.17,2022-12-01
"354730",SP,SANTANA DE PARNAÍBA,6.17,2022-12-01
"110020",RO,PORTO VELHO,6.17,2022-12-01
"210020",MA,ALCÂNTARA,6.17,2022-12-01
"421880",SC,TURVO,6.17,2022-12-01
"320320",ES,LINHARES,6.17,2022-12-01
"292273",BA,NOVA FÁTIMA,6.17,2022-12-01
"313610",MG,JOANÉSIA,6.17,2022-12-01
"314580",MG,ONÇA DE PITANGUI,6.17,2022-12-01
"352260",SP,ITAPIRA,6.17,2022-12-01
"150795",PA,TAILÂNDIA,6.18,2022-12-01
"412800",PR,UBIRATÃ,6.18,2022-12-01
"430700",RS,ERECHIM,6.18,2022-12-01
"410220",PR,ATALAIA,6.18,2022-12-01
"314410",MG,MUZAMBINHO,6.18,2022-12-01
"292595",BA,RAFAEL JAMBEIRO,6.18,2022-12-01
"291370",BA,INHAMBUPE,6.18,2022-12-01
"240800",RN,MOSSORÓ,6.18,2022-12-01
"431040",RS,INDEPENDÊNCIA,6.18,2022-12-01
"313890",MG,MACHACALIS,6.19,2022-12-01
"292280",BA,NOVA ITARANA,6.19,2022-12-01
"310460",MG,ASTOLFO DUTRA,6.19,2022-12-01
"312695",MG,FREI LAGONEGRO,6.19,2022-12-01
"351120",SP,CATIGUÁ,6.19,2022-12-01
"311330",MG,CARANGOLA,6.19,2022-12-01
"130030",AM,AUTAZES,6.19,2022-12-01
"510410",MT,GUARANTÃ DO NORTE,6.2,2022-12-01
"311890",MG,CORDISBURGO,6.2,2022-12-01
"351060",SP,CARAPICUÍBA,6.2,2022-12-01
"510805",MT,TERRA NOVA DO NORTE,6.2,2022-12-01
"314720",MG,PARAGUAÇU,6.2,2022-12-01
"312620",MG,FORMOSO,6.2,2022-12-01
"330455",RJ,RIO DE JANEIRO,6.2,2022-12-01
"261110",PE,PETROLINA,6.2,2022-12-01
"412450",PR,SANTO INÁCIO,6.2,2022-12-01
"290360",BA,BIRITINGA,6.2,2022-12-01
"510269",MT,CANABRAVA DO NORTE,6.2,2022-12-01
"316400",MG,SÃO PEDRO DOS FERROS,6.21,2022-12-01
"290682",BA,CANUDOS,6.21,2022-12-01
"430215",RS,BOA VISTA DAS MISSÕES,6.21,2022-12-01
"354800",SP,SANTO ANTÔNIO DE POSSE,6.21,2022-12-01
"251520",PB,SÃO SEBASTIÃO DO UMBUZEIRO,6.21,2022-12-01
"311760",MG,CONCEIÇÃO DO PARÁ,6.21,2022-12-01
"410190",PR,ASSAÍ,6.21,2022-12-01
"240700",RN,LUÍS GOMES,6.21,2022-12-01
"210320",MA,CHAPADINHA,6.21,2022-12-01
"290930",BA,CORRENTINA,6.22,2022-12-01
"320260",ES,ICONHA,6.22,2022-12-01
"351460",SP,DUMONT,6.22,2022-12-01
"353370",SP,OCAUÇU,6.22,2022-12-01
"311300",MG,CARAÍ,6.22,2022-12-01
"520120",GO,ANHANGUERA,6.22,2022-12-01
"353290",SP,NOVA EUROPA,6.22,2022-12-01
"150840",PA,XINGUARA,6.22,2022-12-01
"510530",MT,LUCIARA,6.22,2022-12-01
"350030",SP,AGUAÍ,6.22,2022-12-01
