"municipio_id_sus","uf_sigla","municipio_nome","isf_nota","periodo_data_inicio"
"352500",SP,JANDIRA,2.01,2022-12-01
"316556",MG,SEM-PEIXE,2.02,2022-12-01
"351350",SP,CUBATÃO,2.02,2022-12-01
"312600",MG,FLORESTAL,2.02,2022-12-01
"354075",SP,POTIM,2.04,2022-12-01
"330350",RJ,NOVA IGUAÇU,2.04,2022-12-01
"317210",MG,VOLTA GRANDE,2.07,2022-12-01
"314930",MG,PEDRO LEOPOLDO,2.07,2022-12-01
"330590",RJ,TRAJANO DE MORAES,2.08,2022-12-01
"521225",GO,LAGOA SANTA,2.09,2022-12-01
"330610",RJ,VALENÇA,2.14,2022-12-01
"320150",ES,COLATINA,2.14,2022-12-01
"352760",SP,LUÍS ANTÔNIO,2.16,2022-12-01
"412575",PR,SÃO PEDRO DO IGUAÇU,2.17,2022-12-01
"350530",SP,BARRA BONITA,2.19,2022-12-01
"330340",RJ,NOVA FRIBURGO,2.23,2022-12-01
"350335",SP,ARCO-ÍRIS,2.24,2022-12-01
"150520",PA,OEIRAS DO PARÁ,2.24,2022-12-01
"311787",MG,CONFINS,2.24,2022-12-01
"411100",PR,ITAMBARACÁ,2.28,2022-12-01
"310570",MG,BARRA LONGA,2.28,2022-12-01
"420127",SC,ARABUTÃ,2.29,2022-12-01
"500480",MS,JAPORÃ,2.3,2022-12-01
"510010",MT,ACORIZAL,2.3,2022-12-01
"315380",MG,QUELUZITO,2.31,2022-12-01
"330015",RJ,APERIBÉ,2.32,2022-12-01
"150180",PA,BREVES,2.32,2022-12-01
"312738",MG,GOIANÁ,2.34,2022-12-01
"311470",MG,CARVALHÓPOLIS,2.34,2022-12-01
"430090",RS,ARATIBA,2.35,2022-12-01
"431177",RS,MAQUINÉ,2.38,2022-12-01
"310160",MG,ALFENAS,2.38,2022-12-01
"313490",MG,JACUTINGA,2.38,2022-12-01
"150770",PA,SÃO SEBASTIÃO DA BOA VISTA,2.38,2022-12-01
"330452",RJ,RIO DAS OSTRAS,2.39,2022-12-01
"411995",PR,PONTAL DO PARANÁ,2.4,2022-12-01
"330120",RJ,CARMO,2.41,2022-12-01
"240870",RN,PARAÚ,2.42,2022-12-01
"431261",RS,MUITOS CAPÕES,2.42,2022-12-01
"354690",SP,SANTA LÚCIA,2.42,2022-12-01
"412175",PR,RESERVA DO IGUAÇU,2.43,2022-12-01
"431973",RS,SÃO VALÉRIO DO SUL,2.43,2022-12-01
"354060",SP,PORTO FELIZ,2.44,2022-12-01
"354360",SP,RIFAINA,2.45,2022-12-01
"430620",RS,CRUZEIRO DO SUL,2.46,2022-12-01
"316340",MG,SÃO JOSÉ DO GOIABAL,2.46,2022-12-01
"354980",SP,SÃO JOSÉ DO RIO PRETO,2.47,2022-12-01
"314040",MG,MARMELÓPOLIS,2.47,2022-12-01
"431673",RS,SANTA CECÍLIA DO SUL,2.47,2022-12-01
"330470",RJ,SANTO ANTÔNIO DE PÁDUA,2.48,2022-12-01
"350990",SP,CANANÉIA,2.49,2022-12-01
"520690",GO,DAVINÓPOLIS,2.5,2022-12-01
"240430",RN,GOVERNADOR DIX-SEPT ROSADO,2.5,2022-12-01
"130210",AM,JAPURÁ,2.51,2022-12-01
"330412",RJ,QUATIS,2.51,2022-12-01
"315530",MG,RIO MANSO,2.52,2022-12-01
"431125",RS,LAGOÃO,2.55,2022-12-01
"351470",SP,ECHAPORÃ,2.55,2022-12-01
"313670",MG,JUIZ DE FORA,2.55,2022-12-01
"330170",RJ,DUQUE DE CAXIAS,2.55,2022-12-01
"350190",SP,AMPARO,2.58,2022-12-01
"330150",RJ,CORDEIRO,2.58,2022-12-01
"432370",RS,VISTA GAÚCHA,2.61,2022-12-01
"313860",MG,LIMA DUARTE,2.62,2022-12-01
"320250",ES,IBIRAÇU,2.62,2022-12-01
"150310",PA,GURUPÁ,2.62,2022-12-01
"330430",RJ,RIO BONITO,2.62,2022-12-01
"510490",MT,JANGADA,2.62,2022-12-01
"431700",RS,SANTANA DA BOA VISTA,2.62,2022-12-01
"330020",RJ,ARARUAMA,2.63,2022-12-01
"150120",PA,BAIÃO,2.65,2022-12-01
